run_id,task_id,variant_id,model_name,model_provider,model_id,status,git_commit,git_branch,git_dirty,suite_sha256,suite_path,task_spec_hash,variant_spec_hash,task_name,task_category,task_difficulty,task_line_start,task_line_end,task_line_range_size,variant_mode,variant_memory_enabled,variant_tools_enabled,variant_retrieval_mode,variant_instruction_mode,variant_context_surface,variant_max_tool_roundtrips,run_started_at,run_finished_at,model_request_started_at,model_request_finished_at,latency_ms,model_request_latency_ms,retrieval_latency_ms,scoring_latency_ms,artifact_write_latency_ms,prompt_tokens,completion_tokens,total_tokens,cached_tokens,thinking_tokens,cost_usd,completion_tokens_per_second,output_chars_per_second,model_request_id,model_finish_reason,prompt_chars,prompt_system_chars,prompt_user_chars,snippet_injected_chars,output_chars,tool_call_count,tool_error_count,tool_success_count,tool_success_rate,used_tools,tool_names,tool_budget_utilization,tool_duration_total_ms,tool_duration_max_ms,tool_duration_avg_ms,tool_roundtrips_used,tool_first_error,voltsnip_retry_count,voltsnip_rate_limit_count,voltsnip_timeout_count,voltsnip_error_count,rate_limit_count,timeout_count,mcp_error_count,structured_output_attempted,structured_output_succeeded,fallback_parser_used,snippet_count,snippet_injected_count,retrieved_snippet_keys,required_snippet_count,required_snippet_keys,required_snippet_hit_keys,required_snippet_missing_keys,required_snippet_retrieved_count,required_snippet_missing_count,required_snippet_coverage,snippet_retrieved_titles,snippet_retrieved_languages,snippet_retrieved_tags,snippet_utilized_count,snippet_utilized_fraction,snippet_utilized_ids,generated_code_lines,generated_code_nonempty_lines,generated_code_comment_lines,memory_expected,memory_signal,messages_count,assistant_messages_chars,raw_output_preview,parsed_code_chars,parsed_comments_chars,scoring_judge_model,scoring_mode,judge_model_count,judge_ensemble_used,overall_score,constraint_scoring_used,constraint_checks_passed,constraint_checks_total,constraint_failed_count,constraint_pass_rate,constraint_pass_threshold,constraint_passed_ids,constraint_failed_ids,constraint_llm_verdict_ids,hidden_requirements_score,hidden_requirements_matched,hidden_requirements_total,success_indicators_score,success_indicators_matched,success_indicators_total,failure_modes_score,failure_modes_matched,failure_modes_total,evaluation_criteria_score,evaluation_criteria_matched,evaluation_criteria_total,evaluation_criteria_notes,constraint_results_json,constraint_llm_verdict_count,voltsnip_constraints_total,voltsnip_constraints_passed,voltsnip_constraint_pass_rate,voltsnip_constraint_passed_ids,voltsnip_constraint_failed_ids,generic_constraints_total,generic_constraints_passed,generic_constraint_pass_rate,pytest_ran,pytest_passed,pytest_returncode,pytest_duration_ms,pytest_total,pytest_passed_count,pytest_failed_count,pytest_skipped_count,pytest_xfailed_count,pytest_xpassed_count,pytest_errors_count,pytest_deselected_count,pytest_docker_image,pytest_error,pytest_stdout_file,pytest_stderr_file,error_type,error_class,error_message,run_dir,full_dump_json,summary_dump_json,code_output,comments_output,subprocess_stdout_jsonl,subprocess_stderr_txt,llm_response_json,prompt_json,process_passed,process_fail_reason,full_pass
20260305T210045111709Z__bug45__p4__claudecode_qwen_qwen3.5-9b,BUG45,P4,claudecode:qwen/qwen3.5-9b,claudecode,qwen/qwen3.5-9b,error,ed9909b9ec00d99923ede5fba4ae34b2925a4d33,vsevals-lock,True,d770e240d46866ddf959e14c23a0b18aee9d4a0332ebddc7aa82e8ac482116ef,/Users/srinivasvaddi/Projects/moltsnip_root/vsevals/suites/script30.yaml,42f8cfc3d69436f1755ad31307d84d5f4b7167076e5928764af6e37f5dd6681f,c183f97edbe22ac69efdeb9b7010596776086f4846d41756f7072df613ad266f,tls_chain_range_and_compliance,http_resilience,hard,44,82,39,agent,False,True,agent_decides,none,skills_md_no_keys,4,2026-03-05T21:00:45.111957+00:00,2026-03-05T21:10:45.221413+00:00,,,600108,,,,1,,,,,,,,,,,0,0,0,0,0,0,0,0,,False,,0.0,,,,0,,0,0,0,0,0,1,1,False,False,False,0,0,,2,voltsnip/script30/category/http_resilience/guiding_principle/v1;voltsnip/script30/hard/bug45/scenario_context/v1,,voltsnip/script30/category/http_resilience/guiding_principle/v1;voltsnip/script30/hard/bug45/scenario_context/v1,0,2,0.0,,,,0,,,0,0,0,False,RETRIEVAL_MISSED,3,0,,0,0,openai:gpt-5.2+anthropic:claude-opus-4-6,llm,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TimeoutExpired,TIMEOUT,"Command '['claude', '-p', 'You are a senior software engineer executing a controlled code-fix evaluation.\n\nOutput format:\nReturn ONLY valid JSON — no markdown fences, preamble, or trailing text:\n{""code"": ""<see editing contract below>"", ""comments"": ""<one-sentence explanation of the change>""}\n\nE",/Users/srinivasvaddi/Projects/moltsnip_root/vsevals/vsevals_runs/matrix_20260305T210045045969Z/runs/20260305T210045111709Z__bug45__p4__claudecode_qwen_qwen3.5-9b,/Users/srinivasvaddi/Projects/moltsnip_root/vsevals/vsevals_runs/matrix_20260305T210045045969Z/runs/20260305T210045111709Z__bug45__p4__claudecode_qwen_qwen3.5-9b/full_dump.json,/Users/srinivasvaddi/Projects/moltsnip_root/vsevals/vsevals_runs/matrix_20260305T210045045969Z/runs/20260305T210045111709Z__bug45__p4__claudecode_qwen_qwen3.5-9b/summary_dump.json,/Users/srinivasvaddi/Projects/moltsnip_root/vsevals/vsevals_runs/matrix_20260305T210045045969Z/runs/20260305T210045111709Z__bug45__p4__claudecode_qwen_qwen3.5-9b/generated_code.txt,/Users/srinivasvaddi/Projects/moltsnip_root/vsevals/vsevals_runs/matrix_20260305T210045045969Z/runs/20260305T210045111709Z__bug45__p4__claudecode_qwen_qwen3.5-9b/generated_comments.txt,/Users/srinivasvaddi/Projects/moltsnip_root/vsevals/vsevals_runs/matrix_20260305T210045045969Z/runs/20260305T210045111709Z__bug45__p4__claudecode_qwen_qwen3.5-9b/subprocess.stdout.claudecode.jsonl,/Users/srinivasvaddi/Projects/moltsnip_root/vsevals/vsevals_runs/matrix_20260305T210045045969Z/runs/20260305T210045111709Z__bug45__p4__claudecode_qwen_qwen3.5-9b/subprocess.stderr.claudecode.txt,,/Users/srinivasvaddi/Projects/moltsnip_root/vsevals/vsevals_runs/matrix_20260305T210045045969Z/runs/20260305T210045111709Z__bug45__p4__claudecode_qwen_qwen3.5-9b/prompt.json,False,outcome_failed,False
